-9596.518503128984,-12152.349342157573,since
87.80468153322681,-10470.777594489624,such
14103.404449887661,-4712.396881165716,group
-16497.833780733676,-3007.3405166725106,companie
-3001.1784310859834,7214.797849358759,political
-3923.983070011721,-11345.017542203099,john
6079.176920349858,-7857.699253212367,center
-25146.019724576334,2155.078287053731,several
-16570.394133362166,13986.719849010935,director
25319.26052405523,4498.946871072976,million
1545.2505236646602,15879.960936683034,member
-5109.171973789531,-3152.634022114613,west
-16458.21708750946,5314.480573850849,-
5880.838386202668,-11405.086636457318,between
-4071.403810911036,-243.5802273727245,department
209.21401366335107,13529.443529540255,dur
-4363.282326063173,-18218.417339040865,official
15640.25033131937,-16294.220767662566,general
4674.586027154817,17026.816108349798,under
16038.671144060178,-14813.25823007523,university
-3126.1213462956594,-15996.515275604228,mr
-6306.153964416668,-3195.41824013105,federal
-4017.746389123421,-17261.66378765006,among
3389.893651456015,12171.43714844959,national
-20587.431973098188,6575.320448969814,)
-7891.867961240499,-13430.733453862733,former
-16964.53580824792,12709.406425714034,ms
16489.014891809195,11891.22395130072,$
19424.200360070008,-6058.019197360267,percent
